Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After,
Philippines,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,783.865","1,969.751","2,114.246","2,183.192","2,045.639","1,908.902","1,966.042","2,050.372","2,215.830","2,388.643","2,495.169","2,509.827","2,518.775","2,574.227","2,681.785","2,798.902","2,870.724","3,003.588","2,948.356","3,024.713","3,230.470","3,332.049","3,437.004","3,609.402","3,872.407","4,111.514","4,380.317","4,705.546","4,916.131","4,931.497","5,266.646","5,490.738","5,882.436","6,285.836","6,697.194","7,080.086","7,531.381","8,068.549","8,650.556","9,216.444","8,455.740","9,100.877","10,407.531","11,281.377","12,079.571",2023,
Poland,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"4,833.183","4,718.972","4,724.318","5,111.578","5,231.409","5,563.514","5,837.743","6,088.981","6,504.611","7,010.355","6,687.181","6,412.269","6,674.297","7,104.102","7,620.087","8,303.314","8,976.174","9,770.440","10,366.922","10,987.288","11,838.398","12,253.847","12,627.785","13,335.831","14,387.294","15,365.548","16,817.926","18,508.660","19,662.618","20,333.421","21,247.489","22,755.459","23,536.663","24,143.100","25,536.087","26,911.448","27,997.848","29,959.579","32,025.988","35,481.053","36,265.505","41,198.045","46,855.399","48,799.413","51,628.831",2023,
Portugal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"6,484.218","7,284.287","7,853.566","8,202.260","8,377.481","8,759.824","9,224.466","10,177.275","11,110.359","12,331.675","13,828.753","14,812.373","15,636.302","15,877.439","16,413.756","17,085.259","17,940.170","18,967.775","20,001.850","20,958.448","22,095.277","22,870.052","23,276.689","23,427.233","24,428.993","25,344.967","26,503.283","27,848.955","28,435.008","27,690.737","28,501.230","28,637.958","28,101.340","28,471.722","29,354.980","30,283.477","31,287.183","33,044.677","34,928.566","37,845.218","35,874.813","39,036.346","44,655.973","47,226.151","49,236.504",2023,
Puerto Rico,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"6,292.299","6,904.320","7,046.872","7,291.847","8,033.316","8,377.273","9,152.157","9,739.246","10,625.038","11,460.191","12,214.765","12,835.328","13,634.052","14,502.065","15,317.758","16,224.391","16,768.163","17,740.533","18,943.979","19,879.525","20,838.208","23,274.830","24,118.437","25,154.605","26,338.867","26,663.448","27,213.277","27,787.936","27,964.469","27,738.460","28,101.436","28,910.829","29,816.392","30,579.218","31,247.540","31,751.901","32,231.669","32,937.078","34,661.823","37,379.839","38,284.845","41,354.326","45,883.225","47,717.536","49,594.095",2023,
Qatar,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"56,086.023","54,463.002","49,289.381","45,257.232","50,988.546","43,310.308","43,625.703","43,280.393","45,084.861","47,485.915","35,983.120","35,983.030","40,267.888","40,656.593","42,060.005","42,576.485","44,191.288","55,580.370","59,617.169","60,349.401","63,608.654","65,955.012","69,544.851","70,339.419","78,926.978","76,976.460","86,251.919","87,908.876","78,088.307","84,230.748","95,907.689","107,842.250","108,757.812","106,802.179","103,484.860","99,463.850","96,375.658","92,838.573","102,879.592","101,336.790","81,003.340","106,491.281","111,396.216","111,789.459","115,074.541",2023,
Romania,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"5,295.323","5,767.738","6,332.919","6,947.639","7,599.397","7,796.506","8,101.592","8,321.376","8,527.013","8,317.349","8,134.615","7,333.702","6,869.640","7,179.208","7,667.597","8,437.218","8,980.843","8,628.537","8,346.979","8,407.587","8,850.156","9,532.268","10,512.251","11,075.232","12,621.099","13,712.953","15,360.828","17,019.563","19,416.936","18,635.021","18,255.719","19,566.218","20,418.366","20,900.912","22,221.970","23,226.311","24,251.350","26,867.612","29,477.976","33,476.585","34,181.727","37,813.541","42,525.741","44,974.057","47,203.733",2023,
Russia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,914.894","10,206.910","9,104.043","8,915.733","8,766.589","9,055.431","8,684.472","9,395.419","10,618.878","11,458.280","12,244.827","13,465.930","14,875.940","16,386.143","18,330.602","20,472.076","21,971.026","20,371.457","21,539.793","22,835.402","24,135.854","24,903.206","25,052.774","24,709.731","24,921.954","25,777.812","28,448.510","30,963.855","31,490.712","38,938.470","41,335.869","44,512.053","47,298.706",2023,
Rwanda,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,419.804,454.161,453.373,481.346,550.055,572.927,596.091,588.540,590.307,559.419,569.346,546.491,595.440,582.063,372.728,501.879,576.836,643.998,646.554,611.348,659.950,713.540,800.134,813.643,866.637,955.354,"1,051.557","1,137.414","1,247.910","1,306.647","1,376.841","1,487.418","1,601.601","1,665.511","1,756.232","1,884.158","1,968.243","2,033.333","2,195.480","2,411.965","2,357.497","2,815.210","3,190.211","3,510.651","3,746.809",2022,
Samoa,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,687.816","2,696.540","2,883.982","3,149.875","3,360.157","3,583.350","3,769.601","4,119.976","4,309.957","4,419.625","4,633.778","4,605.117","4,743.381","4,986.695","4,848.074","4,893.873","4,982.720","5,179.273","5,597.522","5,728.387","5,728.879","5,961.186","5,923.682","5,709.589","5,745.845","6,316.219","6,998.213",2022,
San Marino,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"57,390.705","59,931.602","63,333.533","68,790.118","68,960.361","61,565.872","57,951.814","53,463.181","49,926.110","49,767.613","49,714.517","51,068.473","52,488.617","53,289.786","56,169.269","59,183.150","56,761.032","65,376.104","75,338.001","78,121.941","80,304.609",2022,
São Tomé and Príncipe,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,550.783","1,492.246","1,598.257","1,559.531","1,480.963","1,626.460","1,521.363","1,471.821","1,511.247","1,573.388","1,552.692","1,579.174","1,579.731","1,615.935","1,655.387","1,692.011","1,716.605","1,731.404","1,762.196","1,799.089","1,815.556","1,869.415","1,907.745","2,030.995","2,116.906","2,281.109","2,498.093","2,574.927","2,778.001","2,819.898","2,829.328","2,879.622","2,953.561","3,090.075","3,229.070","3,224.798","3,355.490","3,486.339","3,963.416","4,664.053","5,131.202","5,705.985","6,017.083","6,123.667","6,205.203",2011,
Saudi Arabia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"37,232.399","39,970.306","33,906.593","29,866.184","28,288.352","25,787.710","25,305.677","23,923.058","25,143.110","24,987.068","27,013.704","28,712.114","29,943.808","30,000.696","30,160.002","30,116.050","30,888.881","31,447.027","31,874.812","31,318.053","32,700.131","32,712.840","32,167.707","34,787.183","37,835.619","40,308.352","41,855.019","42,842.075","45,231.600","43,899.458","44,338.597","47,999.712","49,416.971","48,817.433","50,312.646","50,386.795","49,919.184","51,237.778","56,700.065","56,188.195","45,434.472","55,768.270","61,440.746","61,932.611","63,117.954",2022,
Senegal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,023.165","1,145.476","1,275.646","1,219.583","1,273.172","1,316.921","1,344.219","1,417.750","1,415.523","1,484.725","1,486.288","1,532.335","1,544.175","1,555.432","1,541.127","1,625.298","1,643.935","1,676.705","1,755.120","1,842.800","1,912.037","1,990.932","1,974.549","2,074.174","2,173.462","2,279.194","2,342.533","2,409.495","2,479.474","2,494.764","2,540.065","2,555.371","2,632.776","2,666.487","2,802.026","2,924.791","3,053.320","3,246.034","3,393.045","3,660.650","3,758.161","4,185.161","4,538.232","4,786.495","5,056.150",2022,
Serbia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,472.729","7,085.914","7,658.640","8,173.701","9,172.639","10,013.501","10,892.292","11,956.189","12,930.661","12,705.845","13,006.465","13,647.925","13,874.439","14,589.543","14,678.920","15,160.103","15,898.140","16,611.055","17,717.930","19,688.953","20,066.296","22,575.326","25,433.703","27,183.331","29,038.902",2023,
Seychelles,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"4,231.326","4,398.288","4,546.514","4,701.129","5,050.535","5,700.154","5,822.811","5,997.877","6,515.783","7,423.282","8,234.709","8,632.493","9,419.222","10,133.319","9,831.913","9,939.512","10,971.279","12,375.260","12,574.798","12,738.778","13,460.721","13,439.445","13,559.840","13,004.377","13,021.533","14,572.713","16,095.537","18,160.867","17,722.020","17,566.964","18,383.846","20,357.888","21,318.951","22,648.015","23,757.054","25,614.208","28,789.615","31,125.941","32,516.479","34,650.822","31,455.715","30,350.602","37,054.485","39,248.893","41,077.691",2022,
Sierra Leone,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,354.352","1,474.161","1,560.410","1,559.379","1,633.760","1,541.084","1,539.785","1,580.975","1,635.432","1,742.666","1,809.228","1,709.494","1,580.132","1,625.477","1,725.942","1,587.615","1,213.506","1,011.911","1,004.020",918.570,949.152,"1,105.976","1,359.430","1,459.924","1,546.979","1,638.890","1,711.384","1,774.505","1,834.183","1,828.257","1,991.581","2,128.199","2,262.572","2,462.496","2,435.457","2,330.876","2,410.296","2,495.803","2,607.482","2,675.950","2,697.228","2,832.351","3,130.997","3,359.662","3,505.131",2023,
Singapore,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"8,842.416","10,222.423","11,125.835","12,388.591","13,702.804","14,028.904","14,517.240","16,237.367","18,234.721","20,270.928","22,213.895","23,813.918","25,205.144","28,040.967","30,835.055","32,730.851","34,393.678","36,645.105","35,034.428","37,262.942","40,837.770","40,210.732","42,052.208","45,498.783","50,727.313","54,867.014","59,753.697","64,179.146","63,181.239","61,761.186","70,331.119","74,670.298","77,509.154","81,298.828","84,861.042","87,158.004","89,968.818","95,628.241","103,899.679","105,542.414","101,612.090","131,864.092","141,913.163","141,553.675","148,185.776",2023,
Slovak Republic,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"7,544.644","8,138.092","8,912.912","9,685.961","10,347.084","10,872.255","11,002.684","11,372.067","12,050.845","12,789.599","13,769.741","14,894.734","16,376.820","18,314.850","20,847.601","22,421.846","21,304.242","22,977.292","24,068.795","24,785.687","25,336.476","26,448.015","28,044.864","28,835.629","30,163.883","31,390.855","33,966.575","35,007.860","37,703.990","41,337.183","43,555.921","45,632.207",2023,
Slovenia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"11,880.482","12,565.416","13,513.934","14,361.016","15,044.081","16,121.465","16,819.617","18,016.027","18,978.187","19,930.956","20,863.915","21,944.512","23,542.446","25,201.891","27,434.992","30,084.581","31,699.852","29,153.966","29,623.436","30,385.125","29,970.879","30,181.077","31,520.456","32,546.117","33,830.836","36,188.660","38,751.258","42,525.562","41,897.915","46,254.489","50,933.177","53,631.545","55,683.968",2023,
Solomon Islands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,967.062,"1,005.209","1,015.317","1,061.182","1,067.290","1,034.664","1,022.969","1,104.758","1,126.199","1,186.888","1,215.986","1,289.099","1,439.008","1,485.148","1,591.032","1,736.690","1,746.584","1,712.457","1,707.510","1,678.700","1,422.093","1,294.830","1,237.824","1,303.496","1,385.430","1,464.394","1,538.799","1,605.730","1,685.758","1,694.792","1,810.910","1,928.473","1,938.335","2,020.867","2,027.965","2,029.930","2,111.124","2,163.114","2,221.310","2,245.992","2,155.352","2,266.280","2,438.280","2,554.413","2,626.655",2019,
Somalia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,652.846","1,727.660","1,756.849","1,804.017","1,748.975","1,896.331","1,714.804","1,726.714","1,638.928","1,583.397","1,695.081","1,780.276","1,844.086",2013,
South Africa,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"4,839.799","5,441.363","5,608.792","5,575.093","5,920.074","5,892.424","5,878.449","6,020.376","6,357.938","6,620.661","6,694.005","6,686.387","6,526.387","6,597.894","6,793.258","7,000.519","7,297.829","7,490.689","7,497.468","7,671.622","8,052.920","8,304.166","8,585.856","8,930.722","9,487.631","10,182.338","10,952.147","11,701.985","12,142.636","11,859.094","12,187.402","12,633.431","12,965.711","13,295.661","13,495.807","13,582.862","13,599.946","13,802.902","13,434.461","13,464.726","12,789.212","13,905.876","15,005.365","15,423.596","15,723.251",2022,
South Sudan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,922.254,450.779,564.729,565.616,552.712,469.974,437.974,571.679,582.824,625.730,"1,022.662","1,009.485","1,042.097",762.925,2008,
Spain,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"8,338.070","9,004.227","9,627.514","10,122.347","10,623.421","11,178.769","11,761.201","12,711.045","13,825.353","15,056.473","16,192.389","17,117.428","17,598.287","17,723.527","18,474.848","19,593.781","20,388.445","21,484.979","22,618.120","23,903.196","25,464.915","26,918.352","27,645.506","28,487.838","29,697.057","31,132.510","32,865.672","34,272.234","34,628.108","33,251.004","33,545.805","33,892.891","33,512.922","33,721.515","34,934.380","36,726.485","38,123.462","39,858.065","41,061.870","44,055.069","39,330.971","44,169.787","49,944.642","52,907.924","55,089.205",2023,
Sri Lanka,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,087.114","1,236.872","1,364.850","1,448.404","1,584.563","1,698.991","1,789.681","1,842.329","1,939.310","2,040.108","2,224.508","2,518.082","2,466.443","2,685.213","2,935.160","3,152.169","3,575.893","3,989.395","3,947.813","4,097.169","4,515.020","4,494.648","4,697.155","5,031.776","5,402.584","5,871.988","6,467.279","7,041.748","7,550.451","7,811.329","8,481.770","9,344.199","10,326.390","10,842.729","11,626.166","12,115.637","12,707.666","13,616.185","14,178.023","14,112.953","12,940.904","14,316.135","14,058.023",n/a,n/a,2020,
St. Kitts and Nevis,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,820.518","3,181.416","3,597.805","3,678.331","4,200.675","4,638.296","5,181.412","5,786.425","6,658.033","7,394.058","8,160.036","8,647.567","9,037.029","9,623.753","10,223.827","10,660.156","11,349.308","12,232.520","12,334.177","12,829.369","14,193.334","15,108.914","15,460.411","15,090.637","16,064.150","18,123.728","19,210.370","19,789.805","22,358.808","21,676.255","21,895.577","22,623.208","22,855.667","24,550.345","26,860.166","27,303.711","28,642.162","29,161.227","30,300.523","31,944.707","26,883.464","26,419.667","31,248.216","33,051.450","35,275.591",2021,
St. Lucia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,429.815","2,757.916","2,951.747","3,150.586","3,476.822","3,976.058","4,569.394","4,796.262","5,578.843","6,237.550","7,018.832","7,184.232","7,815.664","7,929.764","8,121.187","8,337.498","8,646.205","8,650.864","9,214.980","9,509.977","9,654.319","9,470.195","9,585.565","10,113.626","11,059.550","11,280.715","12,299.439","12,797.685","13,595.046","13,333.027","13,464.879","14,309.654","14,438.725","14,287.710","14,656.285","14,687.987","15,322.905","16,056.229","17,348.082","18,613.405","14,830.239","18,981.093","24,326.616","25,597.791","27,051.657",2022,
St. Vincent and the Grenadines,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,845.479","2,095.070","2,305.360","2,429.048","2,662.879","2,896.316","3,098.696","3,168.370","3,719.292","3,899.411","4,180.859","4,337.821","4,713.734","5,024.274","5,061.210","5,561.690","5,729.309","6,024.877","6,333.909","6,589.439","6,840.657","7,098.287","7,551.092","8,162.543","8,686.357","9,151.646","10,039.298","10,617.550","10,856.268","10,777.310","10,430.150","10,568.314","10,866.046","11,297.384","11,599.488","12,005.986","12,594.509","12,989.216","13,946.354","14,446.349","14,343.262","15,039.353","16,599.590","18,174.580","19,425.032",2016,
Sudan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,102.935","1,246.228","1,338.877","1,332.607","1,244.842","1,241.443","1,354.317","1,437.316","1,522.400","1,564.827","1,538.454","1,652.168","1,731.890","1,769.245","1,817.546","2,092.342","2,196.020","2,320.522","2,488.862","2,579.053","2,794.279","3,088.257","3,241.297","3,419.049","3,597.764","3,828.400","4,097.683","4,337.296","4,474.570","4,266.628","4,371.443","5,306.243","4,179.547","4,200.981","4,338.349","4,456.487","4,571.885","4,553.347","4,580.248","4,247.575","4,454.800","3,761.245","3,829.108","3,158.077","2,512.814",2011,
Suriname,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,121.304","7,141.541","7,488.642","7,398.160","6,934.126","7,775.092","8,687.558","9,330.741","9,515.477","9,436.582","9,512.953","10,068.814","10,485.677","11,162.742","12,084.463","12,927.421","13,935.790","14,855.776","15,555.571","15,908.058","16,683.481","17,848.869","18,495.197","19,062.123","19,148.684","18,526.195","17,524.165","17,884.362","18,140.301","20,028.379","17,041.996","18,299.769","19,778.375","20,614.284","21,403.829",2022,
Sweden,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"10,639.968","12,167.997","13,093.339","13,880.937","14,985.513","15,789.646","16,539.864","17,441.716","18,404.364","19,477.491","20,207.386","20,532.630","20,689.463","20,776.576","21,893.951","23,212.536","24,021.473","25,175.719","26,519.526","28,002.188","29,890.608","30,887.956","31,968.813","33,084.054","35,253.286","37,224.137","39,877.655","41,958.138","42,035.552","40,129.301","42,611.164","44,547.988","44,843.979","45,700.606","47,063.912","49,073.646","49,972.834","51,155.998","52,836.996","56,777.432","57,346.067","62,904.072","67,922.267","70,046.951","71,730.789",2023,
Switzerland,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"18,920.953","20,945.956","21,811.368","22,670.901","24,141.857","25,717.938","26,598.018","27,516.278","29,224.715","31,462.551","33,577.895","33,968.691","34,256.467","34,688.232","35,575.830","36,272.395","36,878.355","38,252.305","39,732.877","40,786.207","43,179.604","44,654.313","44,964.733","45,441.703","47,528.104","50,071.979","53,443.031","56,665.960","58,652.556","56,839.689","58,734.087","60,428.948","61,636.570","63,180.914","64,938.552","65,779.397","67,065.649","68,481.288","70,974.490","74,042.073","73,212.322","82,057.319","89,933.408","93,054.781","95,836.636",2023,
Syria,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,072.834","2,378.938","2,507.588","2,562.195","2,402.177","2,570.925","2,417.881","2,426.469","2,739.199","2,587.213","2,863.504","3,182.508","3,581.750","3,830.209","4,019.565","4,216.895","4,314.283","4,238.804","4,418.468","4,236.195","4,318.787","4,457.101","4,662.010","4,523.967","4,816.097","5,107.609","5,396.814","5,715.679","5,939.128","6,175.748","6,374.969",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010,
Taiwan Province of China,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"3,291.385","3,789.037","4,143.411","4,625.528","5,196.997","5,547.902","6,247.968","7,140.180","7,893.310","8,828.825","9,550.796","10,594.252","11,625.137","12,594.839","13,709.812","14,781.516","15,857.132","16,935.655","17,694.940","19,011.406","20,498.705","20,547.602","21,898.116","23,187.556","25,371.376","27,477.242","29,820.101","32,609.547","33,388.935","32,934.697","36,683.095","38,710.583","40,150.159","41,744.367","44,361.437","45,316.623","46,642.911","48,985.053","50,028.962","52,449.039","57,680.452","64,374.927","70,875.328","74,408.882","79,031.076",2023,
Tajikistan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,276.974","1,154.419",921.237,814.166,783.510,798.431,833.576,851.365,927.546,"1,026.848","1,116.427","1,229.948","1,368.606","1,475.039","1,592.945","1,726.277","1,857.669","1,899.638","2,002.467","2,146.068","2,297.331","2,453.253","2,604.317","2,725.605","2,878.625","3,072.654","3,136.544","3,548.583","3,759.648","4,113.977","4,673.073","5,147.945","5,532.774",2014,
Tanzania,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,504.965,538.584,557.718,575.345,597.941,625.778,660.290,695.522,729.514,763.045,820.739,837.736,832.915,834.286,838.239,860.763,892.415,917.260,940.761,977.054,"1,022.915","1,080.093","1,143.886","1,212.380","1,305.019","1,404.900","1,473.627","1,595.953","1,670.019","1,720.610","1,799.105","1,923.804","1,999.961","2,107.873","2,221.280","2,309.645","2,418.123","2,549.584","2,670.909","2,927.514","3,217.527","3,426.876","3,731.254","3,943.736","4,134.116",2012,
Thailand,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,598.364","1,816.495","1,993.635","2,147.307","2,310.547","2,449.596","2,589.753","2,854.520","3,290.200","3,775.574","4,311.361","4,774.786","5,280.969","5,822.111","6,363.349","6,954.381","7,399.476","7,233.626","6,675.484","6,998.410","7,398.125","7,753.013","8,288.516","8,992.318","9,747.610","10,406.882","11,192.938","12,053.343","12,432.009","12,359.902","13,384.361","13,709.310","14,905.880","15,496.506","15,853.177","16,435.534","17,097.763","18,068.566","19,405.742","20,507.220","19,669.331","20,759.395","22,756.563","23,981.207","25,211.769",2023,
Timor-Leste,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,920.843","2,251.806","2,094.831","2,051.077","2,075.647","2,155.648","2,075.545","2,291.891","2,540.426","2,754.077","2,985.443","3,158.308","3,298.186","3,384.019","3,526.522","3,586.770","3,685.450","3,581.204","3,692.807","4,698.816","6,304.665","7,026.952","5,885.395","5,152.032","4,696.560",2022,
Togo,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,933.772,955.156,942.062,897.801,952.730,987.536,"1,009.154",978.444,"1,082.375","1,136.641","1,212.541","1,210.468","1,164.499","1,004.366","1,164.645","1,361.028","1,282.457","1,310.939","1,258.477","1,271.160","1,251.333","1,255.555","1,289.783","1,367.521","1,354.495","1,297.601","1,335.048","1,348.559","1,389.804","1,434.046","1,495.950","1,573.393","1,659.929","1,741.355","1,824.715","1,894.308","1,972.312","2,037.193","2,121.584","2,273.800","2,416.580","2,643.592","2,925.819","3,125.219","3,289.861",2023,
Tonga,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,723.128,897.509,"1,069.201","1,163.072","1,718.295","1,881.750","2,099.615","2,182.518","2,169.550","2,268.090","2,451.316","2,667.717","2,611.791","2,658.714","2,776.784","3,049.595","3,097.858","3,126.020","3,220.761","3,327.596","3,516.613","3,633.299","3,839.784","3,901.681","3,914.909","3,996.044","4,005.499","4,001.272","4,261.574","4,054.949","4,127.079","4,488.443","4,704.402","4,832.186","5,033.171","5,173.975","5,606.983","5,904.632","6,097.585","6,189.266","6,359.446","6,571.799","7,061.240","7,477.138","7,810.975",2020,
Trinidad and Tobago,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"6,006.904","6,768.617","7,339.796","6,733.065","6,478.056","6,324.313","6,171.080","5,979.180","5,899.904","6,036.723","6,314.137","6,687.138","7,483.714","7,567.476","7,966.848","8,412.300","9,153.056","9,993.130","10,910.359","11,931.599","13,010.700","13,747.124","14,893.860","17,210.053","18,871.517","20,509.215","24,027.677","25,612.771","26,840.975","25,577.971","26,639.221","26,973.522","28,760.451","30,084.040","31,586.198","31,446.936","29,202.112","28,165.203","28,846.617","29,028.396","26,004.521","29,965.600","32,410.340","33,790.980","34,987.234",2021,
Tunisia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,067.356","2,322.487","2,395.774","2,545.434","2,756.435","2,908.801","2,814.777","3,013.375","3,069.631","3,214.372","3,463.562","3,646.996","3,941.955","4,049.826","4,204.186","4,330.891","4,640.161","4,922.284","5,161.264","5,488.956","5,797.046","6,098.212","6,224.871","6,595.876","7,139.624","7,556.217","8,122.419","8,814.086","9,266.295","9,502.653","9,845.350","9,731.668","10,212.049","10,514.707","10,900.432","10,980.210","11,081.035","11,404.656","11,949.406","12,592.250","11,989.274","12,406.364","13,521.856","13,892.913","14,338.485",2019,
Türkiye,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"3,563.407","3,979.192","4,271.503","4,546.427","4,923.060","5,185.114","5,544.432","6,132.591","6,364.856","6,513.710","7,255.650","7,443.691","7,937.115","8,638.175","8,210.282","8,846.917","9,494.767","10,231.923","10,516.279","10,170.527","10,965.417","10,426.875","11,136.079","11,869.997","13,221.264","14,678.515","15,980.724","17,032.414","17,274.182","16,304.410","17,611.230","19,720.012","20,797.729","22,635.033","23,847.098","25,193.996","25,924.961","28,019.320","28,093.447","28,264.180","28,601.538","31,438.507","35,293.462","38,390.949","40,283.307",2023,
Turkmenistan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,022.605","3,669.099","3,020.750","2,798.813","2,609.455","2,317.411","2,466.734","2,878.920","3,451.034","4,201.282","4,887.348","5,775.747","6,731.714","7,763.934","8,781.673","9,900.120","11,439.317","12,065.080","13,934.761","15,745.270","16,886.392","16,564.855","17,143.117","17,359.229","17,138.884","17,521.385","19,068.035","20,049.621","19,184.739","22,393.752","24,916.160","25,977.504","26,881.366",2004,
Tuvalu,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,743.518","2,698.870","2,684.451","2,630.937","2,712.338","2,940.233","3,153.334","2,956.307","2,881.181","3,121.465","3,009.345","3,185.584","3,300.941","3,651.524","3,871.326","4,139.160","4,265.486","5,084.213","5,012.867","5,212.362","5,436.713","6,138.265","6,479.754",2021,
Uganda,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,416.071,459.012,511.745,540.971,526.619,509.592,506.589,520.614,562.514,599.608,639.188,649.483,681.059,719.334,766.009,827.450,869.260,896.258,932.313,988.672,"1,016.880","1,095.437","1,152.548","1,204.270","1,264.418","1,387.899","1,480.841","1,588.384","1,727.020","1,816.127","1,912.865","2,034.498","2,054.860","2,109.800","2,206.158","2,336.100","2,293.203","2,419.232","2,608.022","2,795.634","2,760.164","3,002.995","3,303.637","3,460.145","3,641.785",2021,
